date,venue,city,team1_id,team2_id,toss_winner_id,toss_decision,outcome,winner_id,win_margin,win_type,player_of_match
2008-04-22,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,18,14,18,bat,win,14,,,
2010-03-18,M Chinnaswamy Stadium,Bangalore,17,6,17,field,win,17,,,
2024-05-10,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,16,2,2,field,win,16,,,54
2008-04-18,M Chinnaswamy Stadium,Bangalore,17,,17,field,win,,,,
2016-05-29,M Chinnaswamy Stadium,Bangalore,17,8,8,bat,win,8,,,
2025-04-05,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,6,5,5,field,win,6,,,
2025-05-01,"Sawai Mansingh Stadium, Jaipur",Jaipur,1,6,6,field,win,1,,,
2011-04-14,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,18,17,17,field,win,18,,,
2024-05-26,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,8,,8,bat,win,,,,101
2013-05-15,Wankhede Stadium,Mumbai,1,6,6,field,win,1,,,
2012-04-15,Eden Gardens,Kolkata,,13,,field,win,13,,,88
2022-05-20,"Brabourne Stadium, Mumbai",Mumbai,2,6,2,bat,win,6,,,189
2024-04-02,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,15,7,7,field,win,15,,,128
2010-03-19,Feroz Shah Kotla,Delhi,14,2,14,bat,win,2,,,
2020-10-15,Sharjah Cricket Stadium,Unknown,17,13,17,bat,win,13,,,107
2023-04-04,"Arun Jaitley Stadium, Delhi",Delhi,3,16,16,field,win,16,,,67
2013-05-09,Subrata Roy Sahara Stadium,Pune,9,,,bat,win,,,,
2013-04-23,M Chinnaswamy Stadium,Bangalore,17,9,9,field,win,17,,,
2023-03-31,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2,16,16,field,win,16,,,64
2015-04-17,Wankhede Stadium,Mumbai,1,2,1,bat,win,2,,,
2010-03-20,Brabourne Stadium,Mumbai,1,17,1,bat,win,17,,,
2023-05-21,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,17,16,16,field,win,16,,,54
2020-10-29,Dubai International Cricket Stadium,Unknown,,2,2,field,win,2,,,1
2020-09-19,Sheikh Zayed Stadium,Abu Dhabi,1,2,2,field,win,2,,,
2023-04-08,"Wankhede Stadium, Mumbai",Mumbai,1,2,2,field,win,2,,,10
2017-04-24,Wankhede Stadium,Mumbai,1,19,1,field,win,19,,,
2021-04-13,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,,,field,win,1,,,165
2019-04-22,Sawai Mansingh Stadium,Jaipur,6,3,3,field,win,3,,,27
2024-03-24,"Sawai Mansingh Stadium, Jaipur",Jaipur,6,15,6,bat,win,6,,,187
2022-05-03,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,16,5,16,bat,win,5,,,176
2018-04-17,Wankhede Stadium,Mumbai,1,17,17,field,win,1,,,151
2021-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,17,8,8,field,win,17,,,225
2023-04-24,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,3,8,3,bat,win,3,,,43
2016-05-06,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,8,11,8,field,win,8,,,246
2012-04-17,Sawai Mansingh Stadium,Jaipur,6,18,18,bat,win,6,,,
2010-03-14,Eden Gardens,Kolkata,,17,,field,win,,,,
2011-05-22,M Chinnaswamy Stadium,Bangalore,17,2,17,field,win,17,,,
2020-10-21,Sheikh Zayed Stadium,Abu Dhabi,,17,,bat,win,17,,,226
2013-04-29,Wankhede Stadium,Mumbai,1,13,1,bat,win,1,,,151
2010-04-17,Eden Gardens,Kolkata,,6,6,bat,win,,,,257
2021-10-07,Sharjah Cricket Stadium,Sharjah,,6,6,field,win,,,,131
2023-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,15,5,5,field,win,15,,,126
2025-05-20,"Arun Jaitley Stadium, Delhi",Delhi,2,6,6,field,win,6,,,
2018-05-12,Arun Jaitley Stadium,Delhi,14,17,17,field,win,17,,,
2010-04-08,M Chinnaswamy Stadium,Bangalore,17,18,18,field,win,18,,,
2009-05-14,Kingsmead,Durban,1,6,6,bat,win,6,,,
2012-04-21,"MA Chidambaram Stadium, Chepauk",Chennai,2,6,6,bat,win,2,,,211
2010-03-28,"Sardar Patel Stadium, Motera",Ahmedabad,6,2,6,bat,win,6,,,
2016-04-22,Maharashtra Cricket Association Stadium,Pune,12,17,12,field,win,17,,,
2011-05-20,Wankhede Stadium,Mumbai,1,6,1,bat,win,6,,,
2009-04-29,Kingsmead,Durban,13,1,13,bat,win,13,,,
2011-04-15,Sawai Mansingh Stadium,Jaipur,6,,,field,win,,,,
2018-04-14,Wankhede Stadium,Mumbai,1,14,14,field,win,14,,,106
2020-09-27,Sharjah Cricket Stadium,Unknown,13,6,6,field,win,6,,,187
2012-05-27,"MA Chidambaram Stadium, Chepauk",Chennai,,2,2,bat,win,,,,
2010-04-07,Sawai Mansingh Stadium,Jaipur,6,13,13,bat,win,6,,,
2010-04-11,Feroz Shah Kotla,Delhi,14,13,14,bat,win,13,,,137
2022-05-12,"Wankhede Stadium, Mumbai",Mumbai,2,1,1,field,win,1,,,
2021-04-10,"Wankhede Stadium, Mumbai",Mumbai,2,3,3,field,win,3,,,162
2010-03-20,"Sardar Patel Stadium, Motera",Ahmedabad,6,,6,bat,win,6,,,
2014-05-15,"Sardar Patel Stadium, Motera",Ahmedabad,6,14,14,field,win,6,,,16
2016-05-18,M Chinnaswamy Stadium,Bangalore,17,13,13,field,win,17,,,223
2024-03-26,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,16,16,field,win,2,,,7
2020-11-01,Dubai International Cricket Stadium,Unknown,,6,6,field,win,,,,236
2025-04-30,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,5,5,field,win,5,,,81
2009-05-21,SuperSport Park,Centurion,17,18,17,bat,win,17,,,89
2018-04-13,M.Chinnaswamy Stadium,Bengaluru,13,17,17,field,win,17,,,78
2018-05-07,Rajiv Gandhi International Stadium,Hyderabad,8,17,17,field,win,8,,,76
2020-10-03,Sharjah Cricket Stadium,Unknown,3,,,field,win,3,,,81
2011-04-08,"MA Chidambaram Stadium, Chepauk",Chennai,2,,2,bat,win,2,,,
2024-04-28,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,8,8,field,win,2,,,1
2010-04-03,"MA Chidambaram Stadium, Chepauk",Chennai,2,6,2,bat,win,2,,,
2024-04-19,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,2,15,15,field,win,15,,,107
2017-05-13,Eden Gardens,Kolkata,,1,,field,win,1,,,
2022-04-29,"Maharashtra Cricket Association Stadium, Pune",Pune,15,5,5,field,win,15,,,122
2009-04-18,Newlands,Cape Town,2,1,2,field,win,1,,,
2021-04-23,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,5,5,field,win,5,,,107
2020-10-10,Sheikh Zayed Stadium,Abu Dhabi,,13,,bat,win,,,,222
2013-05-11,"Punjab Cricket Association Stadium, Mohali",Chandigarh,13,8,13,field,win,8,,,
2017-04-15,Eden Gardens,Kolkata,,8,8,field,win,,,,
2022-03-27,"Dr DY Patil Sports Academy, Mumbai",Mumbai,17,5,5,field,win,5,,,
2014-05-25,"Punjab Cricket Association Stadium, Mohali",Chandigarh,13,14,13,field,win,13,,,
2010-04-12,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,18,17,17,field,win,18,,,
2022-04-03,"Brabourne Stadium, Mumbai",Mumbai,5,2,2,field,win,5,,,172
2024-04-28,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,16,7,7,field,win,7,,,220
2014-05-07,Feroz Shah Kotla,Delhi,14,,14,bat,win,,,,
2008-05-11,Sawai Mansingh Stadium,Jaipur,6,14,6,field,win,6,,,
2023-04-08,"Barsapara Cricket Stadium, Guwahati",Guwahati,6,3,3,field,win,6,,,198
2020-10-31,Dubai International Cricket Stadium,Unknown,3,1,1,field,win,1,,,142
2024-04-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,15,16,15,bat,win,15,,,129
2016-05-12,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,8,14,14,field,win,14,,,
2013-05-19,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,8,,,bat,win,8,,,
2010-04-07,Eden Gardens,Kolkata,,14,,bat,win,,,,
2020-10-13,Dubai International Cricket Stadium,Unknown,2,8,2,bat,win,2,,,10
2013-04-06,Feroz Shah Kotla,Delhi,14,6,6,bat,win,6,,,
2018-04-24,Wankhede Stadium,Mumbai,8,1,1,field,win,8,,,64
2022-05-08,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,2,3,3,field,win,2,,,26
2019-05-02,Wankhede Stadium,Mumbai,1,8,1,bat,tie,,,,136
2014-04-26,Sheikh Zayed Stadium,Abu Dhabi,6,17,6,field,win,6,,,
2022-05-15,"Brabourne Stadium, Mumbai",Mumbai,6,15,6,bat,win,6,,,191
2008-05-04,Dr DY Patil Sports Academy,Mumbai,1,14,14,field,win,1,,,
2013-04-03,Eden Gardens,Kolkata,,14,,field,win,,,,88
2012-04-28,"MA Chidambaram Stadium, Chepauk",Chennai,2,13,13,bat,win,13,,,
2025-03-25,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,5,16,16,field,win,5,,,81
2020-09-28,Dubai International Cricket Stadium,Unknown,17,1,1,field,tie,,,,
2011-04-18,Nehru Stadium,Kochi,10,2,10,field,win,10,,,
2021-09-28,Sharjah Cricket Stadium,Sharjah,3,,,field,win,,,,88
2023-04-02,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,1,17,17,field,win,17,,,211
2008-05-06,"MA Chidambaram Stadium, Chepauk",Chennai,2,18,18,field,win,18,,,
2025-04-15,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,5,,5,bat,win,5,,,194
2023-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,16,15,16,bat,win,16,,,72
2015-04-22,M Chinnaswamy Stadium,Bangalore,17,2,17,field,win,2,,,
2023-04-11,"Arun Jaitley Stadium, Delhi",Delhi,3,1,1,field,win,1,,,151
2019-04-25,Eden Gardens,Kolkata,,6,6,field,win,6,,,
2023-05-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,8,15,8,bat,win,15,,,116
2017-04-14,Saurashtra Cricket Association Stadium,Rajkot,11,19,11,field,win,11,,,
2011-05-22,Eden Gardens,Kolkata,,1,1,field,win,1,,,
2019-05-05,Wankhede Stadium,Mumbai,,1,1,field,win,1,,,134
2025-04-04,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,15,1,1,field,win,15,,,
2011-05-09,Sawai Mansingh Stadium,Jaipur,6,2,6,field,win,2,,,
2018-05-20,Arun Jaitley Stadium,Delhi,14,1,14,bat,win,14,,,118
2019-05-04,M.Chinnaswamy Stadium,Bengaluru,8,17,17,field,win,17,,,197
2016-05-07,M Chinnaswamy Stadium,Bangalore,17,12,17,field,win,17,,,223
2014-04-25,Dubai International Cricket Stadium,Unknown,2,1,1,bat,win,2,,,72
2011-04-23,Feroz Shah Kotla,Delhi,14,13,13,field,win,14,,,50
2022-04-16,"Brabourne Stadium, Mumbai",Mumbai,15,1,1,field,win,15,,,107
2011-05-15,Himachal Pradesh Cricket Association Stadium,Dharamsala,13,14,14,field,win,13,,,137
2016-05-10,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,12,8,8,bat,win,8,,,210
2024-04-25,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,7,8,7,bat,win,7,,,227
2020-10-22,Dubai International Cricket Stadium,Unknown,6,8,8,field,win,8,,,89
2015-04-20,Feroz Shah Kotla,Delhi,14,,,field,win,,,,78
2011-05-05,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,18,14,14,field,win,14,,,
2011-04-20,Eden Gardens,Kolkata,,10,,field,win,10,,,
2025-05-29,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",New Chandigarh,5,7,7,field,win,7,,,102
2018-04-23,Arun Jaitley Stadium,Delhi,13,14,14,field,win,13,,,
2012-04-13,Eden Gardens,Kolkata,,6,6,bat,win,,,,
2008-05-31,Wankhede Stadium,Mumbai,2,13,13,bat,win,2,,,
2014-05-05,"Sardar Patel Stadium, Motera",Ahmedabad,6,,,field,win,6,,,
2010-03-12,Dr DY Patil Sports Academy,Mumbai,18,,18,field,win,,,,
2013-04-21,Feroz Shah Kotla,Delhi,14,1,1,bat,win,14,,,
2019-03-24,Eden Gardens,Kolkata,8,,,field,win,,,,95
2016-05-25,Feroz Shah Kotla,Delhi,8,,,field,win,8,,,
2017-05-05,M Chinnaswamy Stadium,Bangalore,17,13,17,field,win,13,,,207
2024-03-23,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,3,5,5,field,win,5,,,166
2008-05-17,Sawai Mansingh Stadium,Jaipur,6,17,17,field,win,6,,,
2011-04-22,Wankhede Stadium,Mumbai,1,2,2,field,win,1,,,
2012-05-03,Subrata Roy Sahara Stadium,Pune,9,1,1,bat,win,1,,,
2008-05-05,M Chinnaswamy Stadium,Bangalore,17,13,13,field,win,13,,,
2011-05-04,Dr DY Patil Sports Academy,Mumbai,9,1,9,field,win,1,,,
2014-05-20,Eden Gardens,Kolkata,,2,,field,win,,,,
2020-10-05,Dubai International Cricket Stadium,Unknown,3,17,17,field,win,3,,,43
2019-04-10,Wankhede Stadium,Mumbai,13,1,1,field,win,1,,,
2020-10-27,Dubai International Cricket Stadium,Unknown,8,3,3,field,win,8,,,65
2024-03-23,"Eden Gardens, Kolkata",Kolkata,,8,8,field,win,,,,95
2012-05-08,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,18,13,18,field,win,13,,,
2017-04-08,M.Chinnaswamy Stadium,Bengaluru,17,14,17,bat,win,17,,,
2018-05-04,Holkar Cricket Stadium,Indore,13,1,1,field,win,1,,,158
2017-05-14,Maharashtra Cricket Association Stadium,Pune,19,13,19,field,win,19,,,257
2012-04-19,Feroz Shah Kotla,Delhi,14,18,18,bat,win,14,,,
2015-05-14,Wankhede Stadium,Mumbai,1,,,field,win,1,,,134
2016-04-10,Eden Gardens,Kolkata,,14,,field,win,,,,95
2012-04-12,"MA Chidambaram Stadium, Chepauk",Chennai,2,17,17,bat,win,2,,,211
2017-05-01,Maharashtra Cricket Association Stadium,Pune,19,11,19,field,win,19,,,
2017-04-05,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,8,17,17,field,win,8,,,
2019-03-24,Wankhede Stadium,Mumbai,3,1,1,field,win,3,,,27
2019-04-13,Wankhede Stadium,Mumbai,1,6,6,field,win,6,,,193
2016-04-24,Saurashtra Cricket Association Stadium,Rajkot,11,17,17,bat,win,11,,,223
2022-05-29,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,6,16,6,bat,win,16,,,134
2021-10-07,Dubai International Cricket Stadium,Dubai,2,5,5,field,win,5,,,107
2021-04-15,"Wankhede Stadium, Mumbai",Mumbai,3,6,6,field,win,6,,,257
2016-05-17,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,12,14,12,field,win,12,,,
2020-10-23,Sharjah Cricket Stadium,Unknown,2,1,1,field,win,1,,,191
2021-10-15,Dubai International Cricket Stadium,Dubai,2,,,field,win,2,,,211
2021-04-29,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,,3,3,field,win,3,,,47
2016-04-16,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,8,,8,bat,win,,,,
2013-05-18,M Chinnaswamy Stadium,Bangalore,17,2,2,field,win,17,,,223
2012-04-21,Feroz Shah Kotla,Delhi,14,9,14,field,win,9,,,
2025-05-26,"Sawai Mansingh Stadium, Jaipur",Jaipur,1,5,5,field,win,5,,,
2008-05-27,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,18,2,18,bat,win,2,,,
2011-04-13,Dr DY Patil Sports Academy,Mumbai,9,10,10,bat,win,9,,,
2017-04-21,Eden Gardens,Kolkata,,11,11,field,win,11,,,
2025-04-20,"Wankhede Stadium, Mumbai",Mumbai,2,1,1,field,win,1,,,151
2022-04-02,"Dr DY Patil Sports Academy, Mumbai",Mumbai,6,1,1,field,win,6,,,193
2018-04-28,Maharashtra Cricket Association Stadium,Pune,2,1,1,field,win,1,,,151
2022-05-27,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,17,6,6,field,win,6,,,193
2013-05-01,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,8,1,1,bat,win,8,,,46
2016-05-01,Maharashtra Cricket Association Stadium,Pune,12,1,1,field,win,1,,,151
2019-04-13,Punjab Cricket Association IS Bindra Stadium,Chandigarh,13,17,17,field,win,17,,,
2010-04-24,Dr DY Patil Sports Academy,Mumbai,17,18,18,bat,win,17,,,
2016-04-30,Feroz Shah Kotla,Delhi,14,,,field,win,14,,,
2009-05-02,St George's Park,Port Elizabeth,18,6,18,bat,win,6,,,
2011-04-27,Nehru Stadium,Kochi,10,18,10,field,win,18,,,46
2021-04-22,"Wankhede Stadium, Mumbai",Mumbai,6,17,17,field,win,17,,,121
2009-04-18,Newlands,Cape Town,17,6,17,bat,win,17,,,
2014-05-12,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,8,1,8,bat,win,1,,,
2012-05-14,Eden Gardens,Kolkata,,2,2,field,win,2,,,
2018-05-10,Arun Jaitley Stadium,Delhi,14,8,14,bat,win,8,,,162
2018-05-06,Holkar Cricket Stadium,Indore,6,13,13,field,win,13,,,105
2023-04-25,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,16,1,1,field,win,16,,,59
2021-04-24,"Wankhede Stadium, Mumbai",Mumbai,,6,6,field,win,6,,,
2014-05-23,"Punjab Cricket Association Stadium, Mohali",Chandigarh,13,6,6,field,win,13,,,
2008-05-19,M Chinnaswamy Stadium,Bangalore,17,14,14,field,win,14,,,
2009-04-27,St George's Park,Port Elizabeth,,1,1,bat,win,1,,,
2012-05-22,Subrata Roy Sahara Stadium,Pune,14,,,bat,win,,,,
2012-04-07,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,18,2,18,field,win,2,,,10
2012-04-16,Wankhede Stadium,Mumbai,1,14,14,field,win,14,,,
2016-05-19,Green Park,Kanpur,11,,11,field,win,11,,,
2008-04-25,"Punjab Cricket Association Stadium, Mohali",Chandigarh,13,1,1,field,win,13,,,
2012-05-09,Wankhede Stadium,Mumbai,1,17,17,field,win,17,,,
2025-04-18,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,7,5,5,field,win,5,,,139
2017-05-02,Feroz Shah Kotla,Delhi,14,8,14,field,win,14,,,80
2016-05-09,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,13,17,13,field,win,17,,,
2023-04-20,"Arun Jaitley Stadium, Delhi",Delhi,,3,3,field,win,3,,,46
2018-04-12,Rajiv Gandhi International Stadium,Hyderabad,1,8,8,field,win,8,,,64
2009-05-16,New Wanderers Stadium,Johannesburg,18,,18,field,win,18,,,151
2008-05-24,"MA Chidambaram Stadium, Chepauk",Chennai,2,6,6,bat,win,6,,,
2023-04-19,"Sawai Mansingh Stadium, Jaipur",Jaipur,15,6,6,field,win,15,,,126
2024-05-11,"Eden Gardens, Kolkata",Kolkata,,1,1,field,win,,,,103
2015-05-22,JSCA International Stadium Complex,Ranchi,2,17,2,field,win,2,,,
2019-04-28,Eden Gardens,Kolkata,,1,1,field,win,,,,95
2008-05-17,Feroz Shah Kotla,Delhi,14,13,14,bat,win,13,,,
2017-04-08,Holkar Cricket Stadium,Indore,13,19,13,field,win,13,,,225
2008-04-27,Dr DY Patil Sports Academy,Mumbai,1,18,18,field,win,18,,,
2012-04-29,Wankhede Stadium,Mumbai,1,18,1,field,win,1,,,
2016-05-21,Green Park,Kanpur,11,1,11,field,win,11,,,
2012-04-18,"Punjab Cricket Association Stadium, Mohali",Chandigarh,13,,13,bat,win,,,,
2024-05-17,"Wankhede Stadium, Mumbai",Mumbai,15,1,1,field,win,15,,,123
2017-05-10,Green Park,Kanpur,11,14,14,field,win,14,,,81
2013-05-02,"MA Chidambaram Stadium, Chepauk",Chennai,2,13,2,bat,win,2,,,
2013-05-19,Subrata Roy Sahara Stadium,Pune,9,14,9,bat,win,9,,,
2023-04-01,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,15,3,3,field,win,15,,,133
2019-04-07,Sawai Mansingh Stadium,Jaipur,6,,,field,win,,,,
2016-04-19,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,13,,,field,win,,,,
2015-05-07,Eden Gardens,Kolkata,,14,,bat,win,,,,137
2015-05-05,Wankhede Stadium,Mumbai,1,14,14,bat,win,1,,,
2017-04-20,Holkar Cricket Stadium,Indore,13,1,1,field,win,1,,,193
2010-04-04,Eden Gardens,Kolkata,,13,,bat,win,13,,,
2018-04-29,M.Chinnaswamy Stadium,Bengaluru,17,,,field,win,,,,
2017-04-29,Maharashtra Cricket Association Stadium,Pune,19,17,17,field,win,19,,,218
2019-04-07,M.Chinnaswamy Stadium,Bengaluru,17,3,3,field,win,3,,,176
2008-04-20,Eden Gardens,Kolkata,,18,18,bat,win,,,,
2012-05-05,Eden Gardens,Kolkata,,9,,bat,win,,,,88
2013-05-11,Subrata Roy Sahara Stadium,Pune,9,1,9,bat,win,1,,,
2023-04-20,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,17,5,5,field,win,17,,,226
2023-05-09,"Wankhede Stadium, Mumbai",Mumbai,17,1,1,field,win,1,,,158
2020-11-03,Sharjah Cricket Stadium,Unknown,1,8,8,field,win,8,,,
2024-05-05,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,2,5,5,field,win,2,,,10
2022-03-26,"Wankhede Stadium, Mumbai",Mumbai,2,,,field,win,,,,78
2012-04-27,Feroz Shah Kotla,Delhi,14,1,1,field,win,14,,,
2015-05-03,"Punjab Cricket Association Stadium, Mohali",Chandigarh,13,1,1,bat,win,1,,,
2010-03-13,Brabourne Stadium,Mumbai,1,6,1,bat,win,1,,,
2011-04-17,Dr DY Patil Sports Academy,Mumbai,9,14,14,field,win,14,,,
2025-04-01,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,15,5,5,field,win,5,,,
2013-05-14,"MA Chidambaram Stadium, Chepauk",Chennai,2,14,2,bat,win,2,,,6
2011-04-30,Eden Gardens,Kolkata,,13,,field,win,,,,
2020-10-25,Dubai International Cricket Stadium,Unknown,17,2,17,bat,win,2,,,1
2020-10-11,Dubai International Cricket Stadium,Unknown,8,6,8,bat,win,6,,,74
2017-04-16,M Chinnaswamy Stadium,Bangalore,17,19,17,field,win,19,,,
2020-10-24,Dubai International Cricket Stadium,Unknown,13,8,8,field,win,13,,,
2015-05-04,Eden Gardens,Kolkata,,8,8,field,win,,,,78
2009-05-13,Kingsmead,Durban,18,14,18,field,win,14,,,
2009-05-16,St George's Park,Port Elizabeth,2,1,1,bat,win,2,,,
2025-04-21,"Eden Gardens, Kolkata",Kolkata,16,,,field,win,16,,,54
2014-04-17,Sharjah Cricket Stadium,Unknown,14,17,17,field,win,17,,,194
2025-04-07,"Wankhede Stadium, Mumbai",Mumbai,7,1,1,field,win,7,,,227
2014-05-22,Eden Gardens,Kolkata,,17,17,field,win,,,,
2020-10-28,Sheikh Zayed Stadium,Abu Dhabi,17,1,1,field,win,1,,,158
2010-03-15,"Sardar Patel Stadium, Motera",Ahmedabad,6,14,14,field,win,14,,,
2024-05-12,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,6,2,6,bat,win,2,,,21
2023-04-17,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,2,17,17,field,win,2,,,26
2019-04-01,Punjab Cricket Association IS Bindra Stadium,Chandigarh,13,3,3,field,win,13,,,166
2014-05-03,Wankhede Stadium,Mumbai,1,13,13,bat,win,1,,,
2008-05-11,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,18,,,bat,win,,,,
2013-04-11,M Chinnaswamy Stadium,Bangalore,17,,17,field,win,17,,,
2014-05-14,Barabati Stadium,Cuttack,,1,,field,win,,,,
2021-10-11,Sharjah Cricket Stadium,Sharjah,17,,17,bat,win,,,,88
2015-04-19,M Chinnaswamy Stadium,Bangalore,17,1,17,field,win,1,,,
2016-05-08,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,1,8,1,field,win,8,,,
2020-11-05,Dubai International Cricket Stadium,Unknown,1,3,3,field,win,1,,,136
2008-05-04,Sawai Mansingh Stadium,Jaipur,6,2,2,bat,win,6,,,
2017-05-03,Eden Gardens,Kolkata,,19,19,field,win,19,,,255
2010-03-13,"Punjab Cricket Association Stadium, Mohali",Chandigarh,13,14,14,field,win,14,,,
2020-11-02,Sheikh Zayed Stadium,Abu Dhabi,17,3,3,field,win,3,,,41
2024-04-04,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,16,5,5,field,win,5,,,180
2024-04-09,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,8,5,5,field,win,8,,,
2011-05-15,Holkar Cricket Stadium,Indore,10,6,10,field,win,10,,,
2013-04-16,"Punjab Cricket Association Stadium, Mohali",Chandigarh,13,,,field,win,13,,,
2016-05-07,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,13,14,14,field,win,13,,,126
2017-04-30,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,13,14,13,field,win,13,,,207
2021-09-20,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,17,,17,bat,win,,,,103
2018-04-27,Arun Jaitley Stadium,Delhi,14,,,field,win,14,,,81
2023-05-15,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,16,8,8,field,win,16,,,54
2014-04-18,Sheikh Zayed Stadium,Abu Dhabi,2,13,2,bat,win,13,,,225
2013-05-15,JSCA International Stadium Complex,Ranchi,,9,,field,win,9,,,89
2012-05-01,Barabati Stadium,Cuttack,18,9,18,bat,win,18,,,
2023-04-30,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,5,2,bat,win,5,,,26
2011-05-21,Himachal Pradesh Cricket Association Stadium,Dharamsala,13,18,13,field,win,18,,,162
2019-04-06,MA Chidambaram Stadium,Chennai,2,13,2,bat,win,2,,,
2011-05-10,"Punjab Cricket Association Stadium, Mohali",Chandigarh,13,1,1,field,win,13,,,
2009-04-27,Kingsmead,Durban,2,18,18,field,win,18,,,
2012-04-12,"Punjab Cricket Association Stadium, Mohali",Chandigarh,13,9,13,field,win,13,,,
2020-10-30,Sheikh Zayed Stadium,Abu Dhabi,13,6,6,field,win,6,,,
2017-05-17,M Chinnaswamy Stadium,Bangalore,8,,,field,win,,,,
2019-04-11,Sawai Mansingh Stadium,Jaipur,6,2,2,field,win,2,,,6
2021-10-08,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,8,1,bat,win,1,,,142
2025-03-24,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,15,3,3,field,win,3,,,
2018-04-11,Sawai Mansingh Stadium,Jaipur,6,14,14,field,win,6,,,187
2015-05-17,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,8,1,8,bat,win,1,,,
